"YearMonth","StockPack","Count","P.lst.number","Main.Transport.No","Warehouse","Transport.Mode","Carrier","Destination.City","P.lst.Destination.Zip.Code","Destination.Country","Load.Closed.Date","Expected.Time.of.Arrival","POD_ATA","Leadtime..avg.","POD_ATA.Exists","On.Time.Delivery..OTD.","Arrived.at.Harbour.Airport..ATA.","Actual.Delivery.Date..POD."
"NA - NA","Z124761",1,"Z124761","323548875","37","Land","TNT NetherLands","ST BARBARA PADR","7780-409","Portugal","2023-02-06","2023-02-10","2023-02-10","4","Yes","Yes","-","2023-02-10"
"NA - NA","Z124765",1,"Z124765","323088220","37","Land","TNT NetherLands","GLASGOW","G65 9BL","United Kingdom","2023-02-06","2023-02-08","2023-02-10","4","Yes","No","-","2023-02-10"
"NA - NA","Z124770",1,"Z124770","323546150","37","Land","TNT NetherLands","OVIEDO","33008","Spain","2023-02-06","-","2023-02-10","4","Yes","-","-","2023-02-10"
"NA - NA","Z124772",1,"Z124772","6673244304","37","Air","Sandvik CSRT","HYDERABAD","500 014","India","2023-02-09","2023-02-17","2023-02-16","7","Yes","No","2023-02-16","2023-02-16"
"NA - NA","Z124772",1,"Z124772","6673244304","37","Air","Sandvik CSRT","HYDERABAD","500 014","India","2023-02-09","2023-02-17","2023-02-16","7","Yes","No","2023-02-16","2023-02-16"
"NA - NA","Z124774",1,"Z124774","6673244304","37","Air","Sandvik CSRT","HYDERABAD","500 014","India","2023-02-09","2023-02-17","2023-02-16","7","Yes","No","2023-02-16","2023-02-16"
"NA - NA","Z124774",1,"Z124774","6673244304","37","Air","Sandvik CSRT","HYDERABAD","500 014","India","2023-02-09","2023-02-17","2023-02-16","7","Yes","No","2023-02-16","2023-02-16"
"NA - NA","Z124782",1,"Z124782","6673242977","38","Land","Sandvik CSRT","PULLMAN WA","99163","United States","2023-02-03","2023-02-09","2023-02-13","10","Yes","No","2023-02-13","2023-02-13"
"NA - NA","Z124782",1,"Z124782","6673242977","38","Land","Sandvik CSRT","PULLMAN WA","99163","United States","2023-02-03","2023-02-09","2023-02-13","10","Yes","No","2023-02-13","2023-02-13"
"NA - NA","Z124787",1,"Z124787","6673253263","38","Air","Sandvik CSRT","VENLO","5928LT","Netherlands","2023-02-08","2023-02-15","2023-03-14","32","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z124787",1,"Z124787","6673253263","38","Air","Sandvik CSRT","VENLO","5928LT","NetherLands","2023-02-08","2023-02-15","2023-03-14","32","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z124793",1,"Z124793","323540421","37","Land","TNT NetherLands","CHELOPECH","2087","Bulgaria","2023-02-06","2023-02-10","2023-02-13","7","Yes","No","-","2023-02-13"
"NA - NA","Z124795",3,"Z124795","6673242993","38","Land","Sandvik CSRT","CEDAR RAPIDS IA","52402","United States","2023-02-03","2023-02-06","2023-02-08","5","Yes","No","2023-02-08","2023-02-08"
"NA - NA","Z124795",3,"Z124795","6673242993","38","Land","Sandvik CSRT","CEDAR RAPIDS IA","52402","United States","2023-02-03","2023-02-06","2023-02-08","5","Yes","No","2023-02-08","2023-02-08"
"NA - NA","Z124801",4,"Z124801","6673242985","38","Land","Sandvik CSRT","MATACHEWAN ON","P0K 1M0","Canada","2023-02-07","2023-02-10","2023-02-07","4","Yes","No","2023-02-07","2023-02-07"
"NA - NA","Z124801",4,"Z124801","6673242985","38","Land","Sandvik CSRT","MATACHEWAN ON","P0K 1M0","Canada","2023-02-07","2023-02-10","2023-02-07","4","Yes","No","2023-02-07","2023-02-07"
"NA - NA","Z124814",1,"Z124814","6673247380","38","Land","Sandvik CSRT","PRINCE GEORGE BC","V2N 1X1","Canada","2023-02-07","2023-02-13","2023-02-18","12","Yes","No","2023-02-18","2023-02-18"
"NA - NA","Z124814",1,"Z124814","6673247380","38","Land","Sandvik CSRT","PRINCE GEORGE BC","V2N 1X1","Canada","2023-02-07","2023-02-13","2023-02-18","12","Yes","No","2023-02-18","2023-02-18"
"NA - NA","Z124821",1,"Z124821","JSAN1982379921EMR001","C4","Land","SuperGroup","CAPE TOWN","07405","South Africa","2023-02-03","2023-02-08","2023-02-07","4","Yes","Yes","-","2023-02-07"
"NA - NA","Z125035",4,"Z125035","6317247796","12","Sea","Sandvik CSRT","HYDERABAD","500 014","India","2023-02-06","2023-03-25","2023-04-06","59","Yes","No","2023-04-06","2023-04-06"
"NA - NA","Z125035",4,"Z125035","6317247796","12","Sea","Sandvik CSRT","HYDERABAD","500 014","India","2023-02-06","2023-03-25","2023-04-06","59","Yes","No","2023-04-06","2023-04-06"
"NA - NA","Z125036",1,"Z125036","6317247796","12","Sea","Sandvik CSRT","DARIBA","313 211","India","2023-02-06","2023-03-25","2023-04-07","60","Yes","No","2023-04-07","2023-04-07"
"NA - NA","Z125036",1,"Z125036","6317247796","12","Sea","Sandvik CSRT","DARIBA","313 211","India","2023-02-06","2023-03-25","2023-04-07","60","Yes","No","2023-04-07","2023-04-07"
"NA - NA","Z125042",5,"Z125042","6317292735","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125042",5,"Z125042","6317292735","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125043",3,"Z125043","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125043",3,"Z125043","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125044",5,"Z125044","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125044",5,"Z125044","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125045",7,"Z125045","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125045",7,"Z125045","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125046",5,"Z125046","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125046",5,"Z125046","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125047",5,"Z125047","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125047",5,"Z125047","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125048",2,"Z125048","6317292735","12","Sea","Sandvik CSRT","BAMAKO","BPE 3898","Mali","2023-02-07","2023-03-23","2023-02-09","2","Yes","No","2023-02-09","2023-02-09"
"NA - NA","Z125048",2,"Z125048","6317292735","12","Sea","Sandvik CSRT","BAMAKO","BPE 3898","Mali","2023-02-07","2023-03-23","2023-02-09","2","Yes","No","2023-02-09","2023-02-09"
"NA - NA","Z125050",6,"Z125050","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125050",6,"Z125050","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125053",1,"Z125053","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125053",1,"Z125053","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125055",2,"Z125055","6317292735","12","Sea","Sandvik CSRT","BAMAKO","BPE 3898","Mali","2023-02-07","2023-03-23","2023-02-09","2","Yes","No","2023-02-09","2023-02-09"
"NA - NA","Z125055",2,"Z125055","6317292735","12","Sea","Sandvik CSRT","BAMAKO","BPE 3898","Mali","2023-02-07","2023-03-23","2023-02-09","2","Yes","No","2023-02-09","2023-02-09"
"NA - NA","Z125056",2,"Z125056","6317247796","12","Sea","Sandvik CSRT","DARIBA","313 211","India","2023-02-06","2023-03-25","2023-04-07","60","Yes","No","2023-04-07","2023-04-07"
"NA - NA","Z125056",2,"Z125056","6317247796","12","Sea","Sandvik CSRT","DARIBA","313 211","India","2023-02-06","2023-03-25","2023-04-07","60","Yes","No","2023-04-07","2023-04-07"
"NA - NA","Z125061",4,"Z125061","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125061",4,"Z125061","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125074",1,"Z125074","6317707633","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","32","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125074",1,"Z125074","6317707633","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","32","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125084",2,"Z125084","6317247796","12","Sea","Sandvik CSRT","YOKOHAMA","230-0054","Japan","2023-02-06","2023-04-06","2023-04-10","63","Yes","No","2023-04-10","2023-04-10"
"NA - NA","Z125084",2,"Z125084","6317247796","12","Sea","Sandvik CSRT","YOKOHAMA","230-0054","Japan","2023-02-06","2023-04-06","2023-04-10","63","Yes","No","2023-04-10","2023-04-10"
"NA - NA","Z125086",3,"Z125086","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125086",3,"Z125086","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125089",5,"Z125089","6318042428","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-02-09","2023-04-22","2023-02-10","1","Yes","No","2023-02-10","2023-02-10"
"NA - NA","Z125089",5,"Z125089","6318042428","12","Sea","Sandvik CSRT","HEATHERBRAE NSW","2324","Australia","2023-02-09","2023-04-22","2023-02-10","1","Yes","No","2023-02-10","2023-02-10"
"NA - NA","Z125093",5,"Z125093","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125093",5,"Z125093","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125095",2,"Z125095","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125095",2,"Z125095","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125096",1,"Z125096","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125096",1,"Z125096","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125098",3,"Z125098","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125098",3,"Z125098","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125100",1,"Z125100","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125100",1,"Z125100","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125104",1,"Z125104","6317247796","12","Sea","Sandvik CSRT","HYDERABAD","500 014","India","2023-02-06","2023-03-25","2023-04-06","59","Yes","No","2023-04-06","2023-04-06"
"NA - NA","Z125104",1,"Z125104","6317247796","12","Sea","Sandvik CSRT","HYDERABAD","500 014","India","2023-02-06","2023-03-25","2023-04-06","59","Yes","No","2023-04-06","2023-04-06"
"NA - NA","Z125105",1,"Z125105","6318032882","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-09","2023-04-07","2023-03-31","50","Yes","No","2023-03-31","2023-03-31"
"NA - NA","Z125105",1,"Z125105","6318032882","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-09","2023-04-07","2023-03-31","50","Yes","No","2023-03-31","2023-03-31"
"NA - NA","Z125108",3,"Z125108","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125108",3,"Z125108","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125109",4,"Z125109","6317247796","12","Sea","Sandvik CSRT","DARIBA","313 211","India","2023-02-06","2023-03-25","2023-04-07","60","Yes","No","2023-04-07","2023-04-07"
"NA - NA","Z125109",4,"Z125109","6317247796","12","Sea","Sandvik CSRT","DARIBA","313 211","India","2023-02-06","2023-03-25","2023-04-07","60","Yes","No","2023-04-07","2023-04-07"
"NA - NA","Z125110",1,"Z125110","6317247796","12","Sea","Sandvik CSRT","HYDERABAD","500 014","India","2023-02-06","2023-03-25","2023-04-06","59","Yes","No","2023-04-06","2023-04-06"
"NA - NA","Z125110",1,"Z125110","6317247796","12","Sea","Sandvik CSRT","HYDERABAD","500 014","India","2023-02-06","2023-03-25","2023-04-06","59","Yes","No","2023-04-06","2023-04-06"
"NA - NA","Z125111",1,"Z125111","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125111",1,"Z125111","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125115",6,"Z125115","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125115",6,"Z125115","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125116",1,"Z125116","6317292735","12","Sea","Sandvik CSRT","BAMAKO","BPE 3898","Mali","2023-02-07","2023-03-23","2023-02-09","2","Yes","No","2023-02-09","2023-02-09"
"NA - NA","Z125116",1,"Z125116","6317292735","12","Sea","Sandvik CSRT","BAMAKO","BPE 3898","Mali","2023-02-07","2023-03-23","2023-02-09","2","Yes","No","2023-02-09","2023-02-09"
"NA - NA","Z125118",4,"Z125118","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125118",4,"Z125118","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125119",3,"Z125119","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125119",3,"Z125119","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125120",3,"Z125120","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125120",3,"Z125120","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125121",1,"Z125121","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125121",1,"Z125121","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125133",1,"Z125133","JSAN1982379921EMR007","C4","Land","SuperGroup","CAPE TOWN","07405","South Africa","2023-02-05","2023-02-09","2023-02-07","2","Yes","Yes","-","2023-02-07"
"NA - NA","Z125137",1,"Z125137","JSAN1982379921EMR006","C4","Land","SuperGroup","CAPE TOWN","07405","South Africa","2023-02-05","2023-02-09","2023-02-07","2","Yes","Yes","-","2023-02-07"
"NA - NA","Z125151",1,"Z125151","JSAN0102379991SDX","C4","Land","SuperGroup","KATHU","8446","South Africa","2023-02-05","2023-02-07","2023-02-06","1","Yes","Yes","-","2023-02-06"
"NA - NA","Z125161",5,"Z125161","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125161",5,"Z125161","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125166",1,"Z125166","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125166",1,"Z125166","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125167",1,"Z125167","6317292735","12","Sea","Sandvik CSRT","BAMAKO","BPE 3898","Mali","2023-02-07","2023-03-23","2023-02-09","2","Yes","No","2023-02-09","2023-02-09"
"NA - NA","Z125167",1,"Z125167","6317292735","12","Sea","Sandvik CSRT","BAMAKO","BPE 3898","Mali","2023-02-07","2023-03-23","2023-02-09","2","Yes","No","2023-02-09","2023-02-09"
"NA - NA","Z125168",1,"Z125168","JSAN0102379781STK","C4","Land","SuperGroup","KATHU","8446","South Africa","2023-02-05","2023-02-09","2023-02-06","1","Yes","Yes","-","2023-02-06"
"NA - NA","Z125169",1,"Z125169","JSAN0102379781SDX","C4","Land","SuperGroup","KATHU","8446","South Africa","2023-02-05","2023-02-09","2023-02-06","1","Yes","Yes","-","2023-02-06"
"NA - NA","Z125173",4,"Z125173","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125173",4,"Z125173","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125175",2,"Z125175","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125175",2,"Z125175","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125177",1,"Z125177","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125177",1,"Z125177","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125178",1,"Z125178","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125178",1,"Z125178","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125179",4,"Z125179","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125179",4,"Z125179","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125180",1,"Z125180","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125180",1,"Z125180","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125184",1,"Z125184","6673243140","12","Land","Sandvik CSRT","MEYZIEU","69881","France","2023-02-06","2023-02-13","2023-02-14","8","Yes","No","2023-02-14","2023-02-14"
"NA - NA","Z125184",1,"Z125184","6673243140","12","Land","Sandvik CSRT","MEYZIEU","69881","France","2023-02-06","2023-02-13","2023-02-14","8","Yes","No","2023-02-14","2023-02-14"
"NA - NA","Z125185",1,"Z125185","6673243140","12","Land","Sandvik CSRT","VENLO","5928LT","NetherLands","2023-02-06","2023-02-08","2023-02-08","2","Yes","No","2023-02-08","2023-02-08"
"NA - NA","Z125185",1,"Z125185","6673243140","12","Land","Sandvik CSRT","VENLO","5928LT","Netherlands","2023-02-06","2023-02-08","2023-02-08","2","Yes","No","2023-02-08","2023-02-08"
"NA - NA","Z125187",1,"Z125187","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125187",1,"Z125187","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125189",8,"Z125189","6318390710","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-02-10","2023-05-02","2023-02-13","3","Yes","No","2023-02-13","2023-02-13"
"NA - NA","Z125189",8,"Z125189","6318390710","12","Sea","Sandvik CSRT","KENWICK WA","6107","Australia","2023-02-10","2023-05-02","2023-02-13","3","Yes","No","2023-02-13","2023-02-13"
"NA - NA","Z125190",3,"Z125190","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125190",3,"Z125190","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125191",2,"Z125191","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125191",2,"Z125191","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125192",1,"Z125192","AF416/23","C4","Land","DB Schenker South Africa","LUSAKA","10101","Zambia","2023-02-09","2023-02-23","2023-02-20","11","Yes","Yes","-","2023-02-20"
"NA - NA","Z125193",2,"Z125193","JKCM0012380058STK","C4","Land","SuperGroup","GABORONE","00000","Botswana","2023-02-07","2023-02-10","2023-02-09","2","Yes","Yes","-","2023-02-09"
"NA - NA","Z125200",2,"Z125200","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125200",2,"Z125200","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125202",2,"Z125202","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125202",2,"Z125202","6317292735","12","Sea","Sandvik CSRT","CLARKS SUMMIT PA","18411","United States","2023-02-07","2023-03-17","2023-03-14","35","Yes","No","2023-03-14","2023-03-14"
"NA - NA","Z125203",1,"Z125203","6317247796","12","Sea","Sandvik CSRT","YOKOHAMA","230-0054","Japan","2023-02-06","2023-04-06","2023-04-10","63","Yes","No","2023-04-10","2023-04-10"
"NA - NA","Z125203",1,"Z125203","6317247796","12","Sea","Sandvik CSRT","YOKOHAMA","230-0054","Japan","2023-02-06","2023-04-06","2023-04-10","63","Yes","No","2023-04-10","2023-04-10"
"NA - NA","Z125204",2,"Z125204","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125204",2,"Z125204","6317311758","12","Sea","Sandvik CSRT","BOKSBURG","1459","South Africa","2023-02-07","2023-03-31","2023-03-31","52","Yes","Yes","2023-03-31","2023-03-31"
"NA - NA","Z125205",1,"Z125205","6317292735","12","Sea","Sandvik CSRT","BAMAKO","BPE 3898","Mali","2023-02-07","2023-03-23","2023-02-09","2","Yes","No","2023-02-09","2023-02-09"
